id,text,label,origin,type,language,split
en_10683,i need xopenex,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_5071,"Если утром нужно садится за руль автомобиля, следует учитывать что препарат действует 6- 8 часов.",0.0,RuDReC,sentence,ru,SMM4H_26_train
ru_11131,"Напишу на всякий случай названия препаратов *вдруг кому из #MtF понадобится* 1) Модэлль pro В составе препарата: Дроспиренон 3 мг. + Этинилэстрадиол 0,03 мг. 2) Фемастон 1 В составе препарата: Дидрогестерон ""он же Прогестерон"" 10 мг. +  Эстрадиол ""чистый"" 1 мг.  для ознакомления!",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_18723,'NINNINさんフェルルとかノルザとかかな？リュウメイ…？',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_16123,"""The study found gene tests on tumor samples were able to identify women who could safely skip chemotherapy &amp; take only a drug that blocks the hormone estrogen or stops the body from making it. The hormone-blocking drug tamoxifen and related medicines..."" HTTPURL________________",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_16270,'１１月の！ログは！ありませんでした！！！！！ロスカラ（ルルライ）２０１９年１２月のログ【ロスカラプチオンリーについてお知らせ】|リア／ねりね,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_6244,im gunna o.d on my paxil tonite,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_11450,'ブロンって飲んだらどんなかんじなんだろ大昔、何も知らんと適当にルル1瓶飲んでみた時は躁かなってくらいテンション上がったのは覚えてるけどもっとすごいのかなぁ',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_20148,'コ－ドギアス反逆のルル－シュ公式コミックアンソロジ－ｑｕｅｅｎｖ．４,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_11296,Ксанакса пластинка - путь на вечеринку,0.0,RuDReC,tweet,ru,SMM4H_26_train
en_12381,time to get more latuda to stop the voices #wiunion!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_3308,Для моей дочери и мужа это однозначный препарат выбора.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_6469,'これと同じ成分でジフェンヒドラミンって成分が入った薬、レスタミンってあるんですけどそれ40とか飲んでも死なないっす₍₍(̨̡‾᷄⌂‾᷅)̧̢₎₎',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_14418,cymbalta helps,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_5716,@USER____ @USER_________ @USER___________ Yeah he could do with some Imodium for his mouth complaint,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_7923,"@Areanra у тебя ничего от него нет? О.о я как с работы приду, свое колесо могу дать, эгилок.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ru_8212,@dom_din_don &gt; По химической структуре близок к баклофену  норм трип надо полагать,0.0,RuDReC,tweet,ru,SMM4H_26_train
ru_11047,"Флуоксетина нет, но вы держитесь.",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_17695,"@USER_____ Those don't work for me. I have to take Lunesta and use essential oils,",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11017,@USER__ If Methadone and Suboxone are so good why the restrictions?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_9710,#816room На этой фотографии Дмитрий Шнякин показывает краткое содержание всех реклам Сеалекса😄⚽️🇫🇷 #евро2016,0.0,RuDReC,tweet,ru,SMM4H_26_train
en_9889,Avandia prompted tens of thousands of patients in the United States to file lawsuits against GlaxoSmithKline. #Avandia #CashAdvance,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_15204,"""遅くなりましたが、本日のあんた何言ってんじゃ！?はイギリスの歌手ルルのI'maTigerで、I'maTigerがあ！今鯛が！と言っているように聴こえるというものです。なんだか鯛が食べたくなってきた(笑)",0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_13289,'ちゃうちゃうヾﾉ・ω・`)イヤイヤルルの着ぐるみを着た人です(´艸｀o)1分前の記憶すらない切り替えの早い猫であーるo(`･ω´･+o)ﾄﾞﾔｧ…！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_414,"Вроде бы безобные успокоительные, которые легко купить в аптеке без консультации врача.",0.0,RuDReC,sentence,ru,SMM4H_26_train
ru_248,"Продается порошок, распакованный в саше по 5 г, по 5 саше или по 10.",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_16073,LOL I'm pretty sure just the side effects on the cymbalta commercial goes on for 5 minutes.. #wow #ridiculous,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_9198,"А не поможет ципрофлоксацин тут, Оль.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_11830,'分かりました…！(震え声)義兄弟と書いてルルと読む精神でいきますね…！！！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_12044,seroquel aka wake up at 2:30 and waste half your day sleeping.,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_4589,@USER______ bruh ask me! I can get you samples of albuterol (: I have that at work,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_757,"@USER_____ temazepam is great for sleeping, fun.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10076,"THESE ARE NOT STREPSILS, THESE ARE SATAN IN THE FORM OF A LOZENGEpic.twitter.com/bTw2pwHQ6E",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_6586,'新トニン液サイダーで割って飲んだ！コデイン最強❤️コデ寝すゆ🤤',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
zh_2096,治疗前列腺炎的药物安尿通的主要成分及作用是什么,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
ru_7356,с флуоксетина спать тянет хоть с чем то ты помогаешь,1.0,RuDReC,tweet,ru,SMM4H_26_train
en_8589,@USER______ umm 6mp? Nope just plain humira now,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7601,@USER________ i haven't had an orgasm in a long time.. wtf.. #paxil,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_1001,"Поэтому я очень довольна, теперь всегда этот спрей буду брать при затяжном насморке.",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_15920,finally they're gonna give me my latuda gain next week. and a new docs coming. gone the days of boring tweets then,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_1246,На следующий день на неделю сел на больничный.,0.0,RuDReC,sentence,ru,SMM4H_26_train
ja_8263,'レタス7でドリエルと同じ効果',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_4387,'昼にパン食べてイブ飲んだら楽になった！気がする。＃ワクチン2回目',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_20026,'ゼロはナナリーのための姿ルルは学生姿は暇つぶし皇帝のときは悪意の象徴',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_724,@USER_____ @USER___________ @USER___ conclusive evidence - contact the nhs. save a fortune on prozac if we swopped in m&amp;ms and champers,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2453,"i'm officially 100% fucking ready for this. i've blocked all the people i know for real, and everyone else who's not #proana #prolia",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_10117,"i'd like to hang out, but trazodone and haldol combined with family guy on netflix have been pestering me to hang out. gnight cunts!",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
zh_2183,能给介绍一下比较好的治疗高血压的常用药吗?谢谢!,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
ja_17745,'ススアップとルルべパッセ立てる気がしない…😂😂',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
zh_1771,丙酸睾丸素的用处有谁帮告知，谢了,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
ja_4852,'ファ↑イブ〜〜〜www',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_18780,'【ルルの性格はこの5人格で出来ている】1⃣🙍\u200d♀️アーティスト\u300041%2⃣🙍\u200d♂️司会者芸人\u300034%3⃣🙍\u200d♀️勝負師\u300021%4⃣🙍\u200d♂️中間管理職\u30002%5⃣🙍\u200d♀️スナックのママ\u30002%ママ2%🙊,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_5046,'イブの夜にアモアスの人数集まる訳ないだろ！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_12113,Lighthouse Film Festival packing list: Suit. Swimsuit. Sunscreen. Aspirin. Penicillin. Plan B. Trazodone.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
fr_339,"Salut, je voulais ouvrir un nouveau fil pour répondre à ma question. Maintenant que j'ai retiré l'utérus, la gorge et les trompes de Fallope, je commence à transpirer énormément. Mon HP m'a dit hier que comme la ligne a été coupée, il n'y a plus de retour. J'ai aussi des pertes de sang relativement légères qui étaient un peu plus fortes hier que les jours précédents. Ce n'est pas vraiment beaucoup et j'espère que c'est normal. Qui a fait cette expérience ? ? ??? Salutations <user>",0.0,LREC2022,forum post,fr,SMM4H_26_train
ja_19205,'そしてその気概に惚れたルル\u3000もうここからは二人の物語なんだ\u3000おれ賢者には到底手出しできねえ………………となるサイクル楽しい(？)',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_8419,Morgan Stanley On Ranbaxy: Co Waiting To Monetise 180-day Exclusivity For Generic Nexium,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_1025,being on adderall in a class where i don't talk to anyone and we're not doing anythin has me doing this shit idk✨😂 HTTPURL_______________,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15430,Vin Diesel needs a throat lozenge,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_4441,"В целом, если хотите заснуть, то донор мил поможет, но последствия того не стоят!",0.0,RuDReC,sentence,ru,SMM4H_26_train
ru_7109,"принесите мне кто-нибудь прозака, пожалуйста.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ru_2357,Есть более современные и эффективные средства в лечении бессонницы.,0.0,RuDReC,sentence,ru,SMM4H_26_train
de_804,"Hallöchen, ich habe es in der Drogerie gekauft. Habe es jetzt das erste mal auf den Bauch und die Arme einmassiert,juckt einwenig,man kann es dann nach 10 min. abwaschen,ich lass es solange wie möglich,gibt ja schlimmeres als dieses Jucken. Beschwerdefreien Tag wünsche ich Dir.",0.0,LREC2022,forum post,de,SMM4H_26_train
en_10633,i need a fucking cymbalta,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2997,In ESC 2012 #AFib focused update dronedarone not recommended in #HeartFail & recommended second to sotalol in #CHD - John Camm #ehraeuropace,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_11137,"Есть данные о попытках использовать метформин вместе с рапомицином (сиролимус) для продления жизни, по крайней мере опыты на мышах обнадёживают.",0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_18773,'めちゃくちゃ嬉しかったんですけど、貯めてた石80連じゃ出なくてwww追加1万でも恒常しか出なくて、追加1万の130連目で1枚来てくれて、せっかくだから(？)と140連目での2枚抜きでした(◜ᴗ◝)ww普通にお財布が寒いです(◜ᴗ◝)(◜ᴗ◝)なぜハロルルは限定なのに誕ルルは恒常になるのかwwwwww',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_8116,"Номидес и ринопронт, будешь как новенький!",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_7024,"When Paula Dean spoke for Victoza an expensive drug normal people couldn't afford, that's when I felt she was a traitor. Happy she's gone",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8029,"for my next trick, i will pull authentic mexican cuisine out of adderall (tm).",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_14414,@USER_________ @USER____ @USER________ i'm on quite high dose of effexor. works well. often you have to up the dose before giving up on it.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_11970,gonna take a piece of seroquel so i can take a nap lol,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_9934,'バファリンプレミアム飲んで寝てたら頭痛も身体のだるさも一旦ひいたバファリンすげえ',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_12132,'ルルくーーーんっっっ！！！！！泣かないでっ！',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_16383,@USER__________ The nuvaring is a great one. I use that,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_15954,'ルルドems買っちゃったーヤーマンの顔用emsで味をしめた結果これ',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_3034,"@USER___________ Umm, are you being a smart-ass? Dont mess with me right now. Going through Cymbalta withdrawal I think & Im VERY depressed.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_2063,nicotine withdrawals. #needasmoke,1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_8669,"personally I prefer staying up until I get hallucinations, to taking seroquel to get to sleep, but only because it's more fun for me",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_7637,Пронька ! неси сероквель! барин антипсихотических свойств желает  чтоб в мозгу головном на широком спектре нейротрансмиттерных рецепторов антагонизм наступил всепоглощающий,0.0,RuDReC,tweet,ru,SMM4H_26_train
ru_11603,От покупки флуоксетина меня сейчас удерживает только данное мной обещание,0.0,RuDReC,tweet,ru,SMM4H_26_train
de_211,"Hallo! Ob bzw innerhalb welches Zeitraums mit einer Verschlechterung der Nierenfunktion zu rechnen ist, kann ich leider nicht sagen, da kann Ihnen ggf Ihr Nephrologe Erfahrungswerte mitteilen. Nehme an, dass mit der für Ihre Diagnose relativ neuen Rituximab-Therapie bessere Ergebnisse bei geringerer Nebenwirkungsquote zu erwarten sind, als mit herkömmlichen Medikamenten. Würde da seiner Einschätzung vertrauen, ggf fragen Sie ihn nochmals diesbezüglich. Beim 'echten' Angioödem durch das sog Bradykinin helfen Cortison oder Antihistaminika nicht. Es gibt hier neben der angeborenen Form auch das durch Medikamente entstehende Angioödem. Beim angeborenen Angioödem kommt es in der Regel zu einer vermehrten Bradykininbildung, beim Angioödem durch Medikamente kommt es zu einem gestörten Abbau. Würde daher in jedem Fall auf ACE-Hemmer etc verzichten, da beim angeborenem Angioödem zusätzlich zur vermehrten Bildung auch der gestörte Abbau eintreten kann. Möglicherweise liegt bei der genannten Patientin gar kein Angioödem vor, sondern ein allergisches Ödem anderer Ursache? Gruss <doctor>",0.0,LREC2022,forum post,de,SMM4H_26_train
en_15470,@USER_________ great video! I could never have done one during my humira. If you wipe the needle off after you remove the air bubbles with a,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_11253,'5歳娘の付き合いでスタートゥインクルプリキュア観てるんですが、第1話と比較するとルルが溢れんばかりの社会性を身につけていて泣けてくるこれ何話だろう…ルルが学校でハブられる回…',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_6536,действующее вещество препарата – пароксетин. Из группы избирательных ингибиторов обратного захвата серотонина,0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_12308,'むちルル仲良し！みたいな感じの印象受けるのに、マジでお互いのこと全く知らなくて可愛い',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
zh_214,本次发病及持续时间:3天是“一力”感冒清片，,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
en_6595,"$BIIB $ELN - Rate of PML continues to increase, while monthly Tysabri gross patient adds were down to 761 in May(JPM)pic.twitter.com/fVvTG3kOPg",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_15463,but i reaaaaaaally gotta use the bathroom 😂 i swear they put imodium in the sour cream &amp; chipotle,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_15353,'ご連絡ありがとうございます！ルルドリンク求めていたのですが、ただいま交渉中のため終わり次第すぐにご連絡いたしますごめんなさい。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_5849,#askadoc getting ready to start enbrel for Psa. What do you think?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_17077,"@USER____ ewww. those must taste horrible esp abilify and lamictal, even it just touches my tongue, it's bitter",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
de_1132,"Liebe <user>, na ja, ich hab die Pille auch früher nur 1 Jahr genommen und Kinder habe ich auch nicht...das macht mir jetzt irgendwie angst. Meine Mutter hat nach den Kindern die Pille genommen bis sie 50 war. Sie hat so gut wie keine Beschwerden gehabt. Und ich fange jetzt schon an, aber meine Mutter ist auch ganz anders als ich und vor allen Dingen hat sie mehr Kilos, schon immer gehabt. Also, wenn man es genau nimmt, sind wir fast 'Leidensgenossen'. Alles auf sich zukommen lassen und nicht verrückt machen!!! LG <user>",0.0,LREC2022,forum post,de,SMM4H_26_train
de_311,"Hallo <user>. Ich habe das ganz schlimm. Druck im Gesicht, Stechen, Brennen im Schläfenbereich Nacken verspannt als wären die Sehnen zu kurz und Ziehen bis in die Ohren. Bem Öffnen des Mundes schmerzt es als würde die Muskulatur auseinander reißen . Wandernder Druck unter der Haut. Ist das in etwa so wie du meinst? LG <user>",0.0,v2_2001_3000,forum post,de,SMM4H_26_train
en_6814,it sucks my tysabri treatment till the end of the month.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_6301,Топ закусок к пиву: 3. Креветки 2. Немецкие колбаски  1. Баклосан,0.0,RuDReC,tweet,ru,SMM4H_26_train
de_524,"Hallo ihr Lieben. Habe seit heute die klassische Grippe. Schlimmen Husten. 39,5 Fieber, Kopf und Gliederschmerzen. Soll morgen Mittag zum Arzt. Bis dahin viel trinken und Ibu. Hat einer ein Geheimrezept gegen den ätzenden Husten ? Hab es so dicke. Erst AB nach einer Wurzelbehandlung. Backe war dick. Dann hab ich einen Termin für eine Blasenspiegelung weil ich immer Blut im Urin habe. Und seit heute die Grippe. Konnte zugucken wie es mir stündlich schlechter geht. Jetzt Hitzewalle ich abwechselnd mit Schüttelfrost. LG <user>",0.0,LREC2022,forum post,de,SMM4H_26_train
ja_10570,'もう源さんが彼氏でええか？いや、やっぱり彼氏はルルがいい😇,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_16242,'→ライングループとかありそうだなぁって思いました🥳ルルはそこにしょうもない事も書いてそう…アイスの当たり棒引いたとか、空が綺麗とか写真つきで…幸せになって欲しいですね…自宅はどうにでもなるので、ザジさんをハラハラしつつ見守っております🙏✨',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_1990,"Я какие только средства не перепробовала: и Герпевир, и Зовиракс и еще какое-то средство было, а еще врач мне порекомендовал еще на ранней стадии появления герпеса присушивать его спиртом, вернее спиртовым раствором (кстати, помог).",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_12810,Going into week 5 of a nasty cough. Dr not sure what's causing it. Trying advair and prednisone now. I want to be healthy again!,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_1557,"Ну как сказать не совсем и бесполезный но нам при длительном использовании перестал помогать вообще. И так с появление ребенка в нашей семье и частыми простудными и вирусными заболеваниями в нашей аптечке надолго и крепко поселился ""Афлубин"". Удобная упаковка, хорошая дозировка по 20 и 50мл. Ну скажу так первые приемы давали неплохой эффект. Болезнь немного отступала, но потом с новой силой приходила и уже не какой ""Афлубин"" не помогал (хотя и пили мы его для профилактики по целому месяцу). Иногда казалось что вирусы привыкли к лекарству и попросту на него не реагируют. Так что могу с уверенностью сказать что его нужно чередовать с другими препаратами и делать перерыв на год и более перед новым приемом. Еще не очень меня устраивает что после открытия его нельзя долго хранить.",0.0,RuDReC,review,ru,SMM4H_26_train
ja_14939,"'／🔥楽天ランキング:第8位🔥＼【超ポイントバック祭PT30%還元＋クーポン有】スカルプケアマシン【美ルルブリリアントヘアーブラック】頭皮マッサ…価格:34,800円✨[22:34]還元:5,568pt(SPU会員)\u3000⬇詳細はコチラ⬇",0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_8933,'3アネトンしたんですね😂😂耐えられるかどうかよりも吐かないかが心配でした😂😂',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_8008,'寝るの疲れるって(・・;)ドリエルど～ぞω･)و̑̑༉💊',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_3751,do you need more lozenge magus' alt art?,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7137,"@USER________ Keyword: traces. The nicotine patch, gum, and lozenge all have traces of contaminants.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9909,"@USER_____ @USER_________ paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_9826,"все было настолько прекрасно 4,5 месяца назад я чувствовала себя отлично все начинало потихоньку налаживаться, но недавно из-за сильного стресса упала иммунка и я резко похудела, на фоне недобора стал противопоказан метформин и случился сбой эндокринной системы-это полный пиздец",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_7504,@USER___ #RioFlu is the worst! I've been suffering since June 22nd when I first got to Vegas & I'm still ill after a 7-day cycle of Cipro.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_7064,'新しい記事を投稿しました:ルルホワイトの使い方は簡単？歯のホワイトニング効果は？口コミは？,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_11616,Мазь диклака помогает или вольтарена,0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_18903,'フェルルの評価！潜在覚醒のおすすめ↓記事の続きはリプ欄から↓,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_6290,'レスタミンちっっっっちゃ',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_6701,"rt @USER_______: paxil, if you make me gain weight i will never forgive you",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7287,"Found out that it could be two months before I sleep well again now that I'm off Seroquel. Srsly, fuck the psychiatrist that put me on it.",1.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_7666,This nutso Congress has earned me a Nexium prescription. Proton pump inhibitor. Reduces stomach acid. And may penetrate Klingon shields.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_19088,'第3はあまり上手くなかったなココポの火力上げるために水ルル置いて横にディーを置いてシナジーを狙ったけど敵の連撃参で簡単に水ルルが落ちてしまった苦難か二国がもう1枚ほしいわシチーリアは完璧おまけこの子に救済ないんですか運営さん？,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_6658,А сегодня в ссоре с кветиапином! Ррр,0.0,RuDReC,tweet,ru,SMM4H_26_train
ja_18359,'息子のオリジナルソングは、私の気持ちを前向きにしてくれるものでした^^＃育児＃小学生＃再チャレンジ僕はなんでもできる～ルル♪｜アイビー,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_8942,'とりあえず、アネトンに頼る。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ru_5322,"Выхожу на работу только ради того, чтоб заработать деньги на флуоксетин.",0.0,RuDReC,tweet,ru,SMM4H_26_train
en_822,@USER________ I take seroquel in day wanna be my friend have to reply to me for me to notice it I get free long distance,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_2486,'昨日あの後2時間ぐらいでイブの効き目薄まって筋肉が全部ダメになってるみたいな動かなさ戻って、動かないものを動かすから怠いし、今も怠い。スマホ持ってられるくらいには昨日よりマシだけど。',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_20180,'今日はプリパラ映画のプリチケとか届いた～地味に最初の方のプリパラグミのファルルのカード持ってなかったからおまけで買えてよかった～ね～,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
ja_11695,'くそ大事なこと言い忘れてたリムルルお邪魔耐性必須',0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
en_8016,"@USER________ @USER_____ @USER_____ none...both of them need to take their damn prozac, crazy heifers acting like animals on heat..",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_1457,"Как заявляет производитель лекарство должен снять температуру, озноб, головную боль, боль в суставах и мышцах, заложенность носа, боль в горле и пазух носа.",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_11683,almost forgot to take my advair tonight !,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
fr_207,"Chère <user> de ma part, c'est un plaisir de t'entendre. Merci aussi pour ce très gentil message plus bas, j'étais contente que tu comprennes si bien les hauts et les bas, qu'il faut quand même voir ce qui est bon et changer beaucoup de choses dans la vie. Je n'ai vu la réponse qu'avant-hier. Tu as déjà une idée de la date du <pi> ? Salutations sincères <user>.",0.0,LREC2022,forum post,fr,SMM4H_26_train
en_4904,@USER__ toy googleando nexium awanta,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_4623,"Дочка их жует с удовольствием, даже добавки просит))).",0.0,RuDReC,sentence,ru,SMM4H_26_train
en_12133,One beneficial side effect of venlafaxine can be increased concentration and focus. I think I'm feeling that today :-),0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ja_11611,'ウクレレ弾きながら紙芝居のシンガーソングライターcotori()など4組の配信が始まります。▼17:45彼女の歌声part47｜京都SecondRoomsmicoppy\u3000cotori\u3000太田裕哥\u3000ポルル,0.0,SMM4H_2026,tweet,ja,SMM4H_26_train
fr_642,"Je pense que si tu avais de l'endométriose, tu l'aurais déjà remarqué. Ma collègue a de l'endométriose et elle a eu de gros problèmes de règles depuis l'adolescence, des douleurs terribles, mais l'endométriose a été diagnostiquée très tard chez elle. Elle a eu de gros problèmes de digestion à l'âge de 40 ans, elle a frôlé l'occlusion intestinale et on lui a retiré une partie de l'intestin pour découvrir qu'il s'agissait d'endométriose et que la muqueuse utérine s'était logée dans l'intestin. Mais comme je l'ai dit, elle a des problèmes depuis son plus jeune âge, je ne comprends pas pourquoi cela n'a pas été diagnostiqué plus tôt. Si jusqu'à présent tu n'as pas eu de problèmes (ou relativement) au moment des règles, je ne pense pas que cela ait un rapport avec l'endométriose. A ta place, si tu ne le fais pas déjà, j'utiliserais un tampon, je me laverais et j'urinerais ensuite. Mettre ensuite dans l'urine une bandelette de test achetée en pharmacie, tu pourras ainsi voir s'il y a du sang dans l'urine. Cela indiquerait alors une infection des voies urinaires, mais je serais étonnée que tu ne ressentes aucune douleur. Peut-être que l'urine était simplement colorée en rouge par le sang des règles ? Bises <user>",0.0,LREC2022,forum post,fr,SMM4H_26_train
en_7207,Can't find my zyprexa  #OMG,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
en_9400,"the sinister secret of lipitor, crestor and zocor i got an e-mail.",0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_1888,"Я приветствую тебя мой дорогой читатель! Каждая мама желает здоровья своему ребёнку и когда он начинает болеть ищет, чем помочь можно своему малышу. Ведь нужно лечить ребёнка, а не залечивать его. Вот и в этот раз, когда мой малыш заболел, наш участковый педиатр предложила по схеме пропить противовирусный препарат. По цене в аптеке он оказался 202 рубря, я его купила в аптеке ""Волгогфарм"". Нам была предложена схема следующая: первый день три ложки, потом день перерыва, день две мерные ложки, день перерыв и последний день одну мерную ложку. На вкус препарат приятный, ребёнок с удовольствием его пьет. Видимый эффект нам наверное рано еще судить но малыш простудился и простуда прошла в легкой форме. Очень надеемся что болеть мы будем реже. Вердикт - да! Я благодарю тебя мой дорогой читатель за уделенное время моему отзыву. Время использования: несколько курсов",0.0,RuDReC,review,ru,SMM4H_26_train
en_7214,Mildly unhappy guts. Will take Imodium and head to bed.,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
ru_11831,можно подумать что у меня сдвг но в рашке нет такого диагноза и аддерала тоже нет поэтому будем считать что я просто тупая,0.0,RuDReC,tweet,ru,SMM4H_26_train
en_4467,@USER________ fbi chicago stole seven 10mg bystolic pills from my husband (taken for high blood pressure)....,0.0,previous_SMM4H,tweet,en,SMM4H_26_train
zh_2197,吃什么药可以恢复本次发病及持续的时间:2月前检查结果血小版少目前一般情况:血小版低于正常标准病史:无以往的诊断和治疗经过及效果:辅助检查:其它:,0.0,SMM4H_2026,120ask,zh,SMM4H_26_train
